,x,y,z
993,-23.1698915561,-38.990341,1.594217
994,-23.1698915561,-38.990341,11.594217
995,-23.1698915561,-38.990341,21.594217
996,-23.1698915561,-38.990341,31.594217
997,-23.1698915561,-38.990341,41.594217
998,-23.1698915561,-38.990341,51.594217
999,-13.1698915561,-38.990341,21.189953
1000,-13.1698915561,-38.990341,31.189953
1001,-13.1698915561,-38.990341,41.189953
1002,-13.1698915561,-38.990341,51.189953
1003,-13.1698915561,-38.990341,61.189953
1004,-50.58984378,-47.490341,-5.052906
1005,-50.58984378,-47.490341,4.947094
1006,-50.58984378,-47.490341,14.947094
1007,-40.58984378,-47.490341,-3.212008
1008,-40.58984378,-47.490341,6.787992
1009,-40.58984378,-47.490341,16.787992
1010,-40.58984378,-47.490341,26.787992
1011,-40.58984378,-47.490341,36.787992
1012,-30.58984378,-47.490341,-0.786743
1013,-30.58984378,-47.490341,9.213257
1014,-30.58984378,-47.490341,19.213257
1015,-30.58984378,-47.490341,29.213257
1016,-30.58984378,-47.490341,39.213257
1017,-20.58984378,-47.490341,5.33135
1018,-20.58984378,-47.490341,15.33135
1019,-20.58984378,-47.490341,25.33135
1020,-20.58984378,-47.490341,35.33135
1021,-20.58984378,-47.490341,45.33135
1022,-10.58984378,-47.490341,43.626696
1023,-45.3078519261,-56.490341,-8.615124
1024,-45.3078519261,-56.490341,1.384876
1025,-45.3078519261,-56.490341,11.384876
1026,-45.3078519261,-56.490341,21.384876
1027,-35.3078519261,-56.490341,0.14353
1028,-35.3078519261,-56.490341,10.14353
1029,-35.3078519261,-56.490341,20.14353
1030,-35.3078519261,-56.490341,30.14353
1031,-35.3078519261,-56.490341,40.14353
1032,-25.3078519261,-56.490341,3.021015
1033,-25.3078519261,-56.490341,13.021015
1034,-25.3078519261,-56.490341,23.021015
1035,-25.3078519261,-56.490341,33.021015
1036,-25.3078519261,-56.490341,43.021015
1037,-15.3078519261,-56.490341,9.327185
1038,-15.3078519261,-56.490341,19.327185
1039,-15.3078519261,-56.490341,29.327185
1040,-15.3078519261,-56.490341,39.327185
1041,-15.3078519261,-56.490341,49.327185
1042,-40.0715733389,-64.490341,-8.19096
1043,-40.0715733389,-64.490341,1.80904
1044,-40.0715733389,-64.490341,21.80904
1045,-30.0715733389,-64.490341,0.978096
1046,-30.0715733389,-64.490341,10.978096
1047,-30.0715733389,-64.490341,20.978096
1048,-30.0715733389,-64.490341,30.978096
1049,-30.0715733389,-64.490341,40.978096
1050,-20.0715733389,-64.490341,5.686621
1051,-20.0715733389,-64.490341,15.686621
1052,-20.0715733389,-64.490341,25.686621
1053,-20.0715733389,-64.490341,35.686621
1054,-20.0715733389,-64.490341,45.686621
1055,-10.0715733389,-64.490341,9.416977
1056,-10.0715733389,-64.490341,19.416977
1057,-10.0715733389,-64.490341,29.416977
1058,-10.0715733389,-64.490341,39.416977
1059,-34.8444970206,-71.990341,-8.551437
1060,-34.8444970206,-71.990341,1.448563
1061,-34.8444970206,-71.990341,11.448563
1062,-34.8444970206,-71.990341,21.448563
1063,-24.8444970206,-71.990341,-8.908968
1064,-24.8444970206,-71.990341,1.091032
1065,-24.8444970206,-71.990341,11.091032
1066,-24.8444970206,-71.990341,21.091032
1067,-24.8444970206,-71.990341,31.091032
1068,-24.8444970206,-71.990341,41.091032
1069,-14.8444970206,-71.990341,4.149673
1070,-14.8444970206,-71.990341,14.149673
1071,-14.8444970206,-71.990341,24.149673
1072,-14.8444970206,-71.990341,34.149673
1073,-31.0830752647,-78.990341,0.802891
1074,-31.0830752647,-78.990341,10.802891
1075,-31.0830752647,-78.990341,20.802891
1076,-21.0830752647,-78.990341,-9.713972
1077,-21.0830752647,-78.990341,0.286028
1078,-21.0830752647,-78.990341,10.286028
1079,-21.0830752647,-78.990341,20.286028
1080,-21.0830752647,-78.990341,30.286028
1081,-11.0830752647,-78.990341,-7.007969
1082,-11.0830752647,-78.990341,2.992031
1083,-11.0830752647,-78.990341,22.992031
1084,-11.0830752647,-78.990341,32.992031
1085,-25.1525143729,-85.990341,-2.011816
1086,-25.1525143729,-85.990341,7.988184
1087,-25.1525143729,-85.990341,17.988184
1088,-15.1525143729,-85.990341,-9.537006
1089,-15.1525143729,-85.990341,0.462994
1090,-15.1525143729,-85.990341,10.462994
1091,-15.1525143729,-85.990341,20.462994
1092,-5.15251437286,-85.990341,2.193838
1093,-19.3940510939,-91.490341,-10.617249
1094,-19.3940510939,-91.490341,-0.617249
1095,-19.3940510939,-91.490341,9.382751
1096,-9.39405109395,-91.490341,0.010494
1097,-9.39405109395,-91.490341,10.010494
1098,-11.9336828085,-96.490341,1.233624
1099,16.5348154035,62.061607,11.704386
1100,15.8219070082,55.061607,-3.54582
1101,15.8219070082,55.061607,6.45418
1102,15.8219070082,55.061607,16.45418
1103,25.8219070082,55.061607,10.456427
1104,14.6387009962,47.061607,3.635441
1105,14.6387009962,47.061607,13.635441
1106,14.6387009962,47.061607,23.635441
1107,24.6387009962,47.061607,-1.310076
1108,24.6387009962,47.061607,8.689924
1109,34.6387009962,47.061607,8.976589
1110,34.6387009962,47.061607,18.976589
1111,14.5705287121,38.561607,0.894104
1112,14.5705287121,38.561607,10.894104
1113,14.5705287121,38.561607,20.894104
1114,14.5705287121,38.561607,30.894104
1115,24.5705287121,38.561607,-4.817358
1116,24.5705287121,38.561607,5.182642
1117,24.5705287121,38.561607,15.182642
1118,24.5705287121,38.561607,25.182642
1119,34.5705287121,38.561607,-3.702843
1120,34.5705287121,38.561607,6.297157
1121,13.3130667718,29.561607,-9.468618
1122,13.3130667718,29.561607,0.531382
1123,13.3130667718,29.561607,10.531382
1124,13.3130667718,29.561607,20.531382
1125,13.3130667718,29.561607,30.531382
1126,13.3130667718,29.561607,40.531382
1127,23.3130667718,29.561607,-7.534544
1128,23.3130667718,29.561607,2.465456
1129,23.3130667718,29.561607,12.465456
1130,23.3130667718,29.561607,22.465456
1131,23.3130667718,29.561607,32.465456
1132,33.3130667718,29.561607,-6.684546
1133,33.3130667718,29.561607,3.315454
1134,33.3130667718,29.561607,13.315454
1135,33.3130667718,29.561607,23.315454
1136,43.3130667718,29.561607,-2.813516
1137,43.3130667718,29.561607,7.186484
1138,12.9711021946,22.561607,0.542316
1139,12.9711021946,22.561607,10.542316
1140,12.9711021946,22.561607,20.542316
1141,12.9711021946,22.561607,30.542316
1142,12.9711021946,22.561607,40.542316
1143,22.9711021946,22.561607,-8.888309
1144,22.9711021946,22.561607,1.111691
1145,22.9711021946,22.561607,11.111691
1146,22.9711021946,22.561607,21.111691
1147,22.9711021946,22.561607,31.111691
1148,22.9711021946,22.561607,41.111691
1149,32.9711021946,22.561607,-11.23461
1150,32.9711021946,22.561607,-1.23461
1151,32.9711021946,22.561607,18.76539
1152,32.9711021946,22.561607,28.76539
1153,42.9711021946,22.561607,6.634632
1154,42.9711021946,22.561607,16.634632
1155,42.9711021946,22.561607,26.634632
1156,13.6654388405,14.061607,1.246777
1157,13.6654388405,14.061607,11.246777
1158,13.6654388405,14.061607,21.246777
1159,13.6654388405,14.061607,31.246777
1160,13.6654388405,14.061607,41.246777
1161,23.6654388405,14.061607,-17.500763
1162,23.6654388405,14.061607,-7.500763
1163,23.6654388405,14.061607,2.499237
1164,23.6654388405,14.061607,12.499237
1165,23.6654388405,14.061607,22.499237
1166,23.6654388405,14.061607,32.499237
1167,23.6654388405,14.061607,42.499237
1168,33.6654388405,14.061607,-25.61227
1169,33.6654388405,14.061607,-15.61227
1170,33.6654388405,14.061607,-5.61227
1171,33.6654388405,14.061607,4.38773
1172,33.6654388405,14.061607,14.38773
1173,33.6654388405,14.061607,24.38773
1174,33.6654388405,14.061607,34.38773
1175,43.6654388405,14.061607,-16.275974
1176,43.6654388405,14.061607,-6.275974
1177,43.6654388405,14.061607,3.724026
1178,43.6654388405,14.061607,13.724026
1179,43.6654388405,14.061607,23.724026
1180,13.6137905384,5.561607,-3.680075
1181,13.6137905384,5.561607,6.319925
1182,13.6137905384,5.561607,26.319925
1183,13.6137905384,5.561607,36.319925
1184,13.6137905384,5.561607,46.319925
1185,23.6137905384,5.561607,-11.330345
1186,23.6137905384,5.561607,-1.330345
1187,23.6137905384,5.561607,8.669655
1188,23.6137905384,5.561607,18.669655
1189,23.6137905384,5.561607,28.669655
1190,23.6137905384,5.561607,38.669655
1191,23.6137905384,5.561607,48.669655
1192,33.6137905384,5.561607,-21.708839
1193,33.6137905384,5.561607,-11.708839
1194,33.6137905384,5.561607,-1.708839
1195,33.6137905384,5.561607,8.291161
1196,33.6137905384,5.561607,18.291161
1197,33.6137905384,5.561607,28.291161
1198,33.6137905384,5.561607,38.291161
1199,43.6137905384,5.561607,-28.717327
1200,43.6137905384,5.561607,-18.717327
1201,43.6137905384,5.561607,-8.717327
1202,43.6137905384,5.561607,1.282673
1203,43.6137905384,5.561607,11.282673
1204,43.6137905384,5.561607,21.282673
1205,43.6137905384,5.561607,31.282673
1206,53.6137905384,5.561607,16.470776
1207,13.502464684,-2.938393,0.715464
1208,13.502464684,-2.938393,10.715464
1209,13.502464684,-2.938393,20.715464
1210,13.502464684,-2.938393,40.715464
1211,13.502464684,-2.938393,50.715464
1212,23.502464684,-2.938393,-9.555744
1213,23.502464684,-2.938393,0.444256
1214,23.502464684,-2.938393,10.444256
1215,23.502464684,-2.938393,20.444256
1216,23.502464684,-2.938393,30.444256
1217,23.502464684,-2.938393,40.444256
1218,23.502464684,-2.938393,50.444256
1219,33.502464684,-2.938393,-30.703781
1220,33.502464684,-2.938393,-20.703781
1221,33.502464684,-2.938393,-10.703781
1222,33.502464684,-2.938393,-0.703781
1223,33.502464684,-2.938393,9.296219
1224,33.502464684,-2.938393,19.296219
1225,33.502464684,-2.938393,29.296219
1226,33.502464684,-2.938393,39.296219
1227,43.502464684,-2.938393,-20.119259
1228,43.502464684,-2.938393,-10.119259
1229,43.502464684,-2.938393,-0.119259
1230,43.502464684,-2.938393,9.880741
1231,43.502464684,-2.938393,19.880741
1232,43.502464684,-2.938393,29.880741
1233,53.502464684,-2.938393,-14.204082
1234,53.502464684,-2.938393,5.795918
1235,53.502464684,-2.938393,15.795918
1236,13.5044872731,-11.938393,-5.112957
1237,13.5044872731,-11.938393,4.887043
1238,13.5044872731,-11.938393,14.887043
1239,13.5044872731,-11.938393,24.887043
1240,13.5044872731,-11.938393,34.887043
1241,13.5044872731,-11.938393,44.887043
1242,13.5044872731,-11.938393,54.887043
1243,23.5044872731,-11.938393,-7.914923
1244,23.5044872731,-11.938393,2.085077
1245,23.5044872731,-11.938393,12.085077
1246,23.5044872731,-11.938393,22.085077
1247,23.5044872731,-11.938393,32.085077
1248,23.5044872731,-11.938393,42.085077
1249,23.5044872731,-11.938393,52.085077
1250,33.5044872731,-11.938393,-14.820869
1251,33.5044872731,-11.938393,-4.820869
1252,33.5044872731,-11.938393,5.179131
1253,33.5044872731,-11.938393,15.179131
1254,33.5044872731,-11.938393,25.179131
1255,33.5044872731,-11.938393,35.179131
1256,33.5044872731,-11.938393,45.179131
1257,43.5044872731,-11.938393,-16.093021
1258,43.5044872731,-11.938393,-6.093021
1259,43.5044872731,-11.938393,3.906979
1260,43.5044872731,-11.938393,13.906979
1261,43.5044872731,-11.938393,23.906979
1262,43.5044872731,-11.938393,33.906979
1263,53.5044872731,-11.938393,-13.956478
1264,53.5044872731,-11.938393,-3.956478
1265,53.5044872731,-11.938393,6.043522
1266,53.5044872731,-11.938393,16.043522
1267,53.5044872731,-11.938393,26.043522
1268,13.6468824638,-20.438393,10.906795
1269,13.6468824638,-20.438393,20.906795
1270,13.6468824638,-20.438393,30.906795
1271,13.6468824638,-20.438393,40.906795
1272,13.6468824638,-20.438393,50.906795
1273,13.6468824638,-20.438393,60.906795
1274,23.6468824638,-20.438393,-4.168816
1275,23.6468824638,-20.438393,5.831184
1276,23.6468824638,-20.438393,15.831184
1277,23.6468824638,-20.438393,25.831184
1278,23.6468824638,-20.438393,35.831184
1279,23.6468824638,-20.438393,45.831184
1280,23.6468824638,-20.438393,55.831184
1281,33.6468824638,-20.438393,-18.990934
1282,33.6468824638,-20.438393,-8.990934
1283,33.6468824638,-20.438393,1.009066
1284,33.6468824638,-20.438393,11.009066
1285,33.6468824638,-20.438393,21.009066
1286,33.6468824638,-20.438393,31.009066
1287,33.6468824638,-20.438393,41.009066
1288,33.6468824638,-20.438393,51.009066
1289,43.6468824638,-20.438393,-6.66906
1290,43.6468824638,-20.438393,3.33094
1291,43.6468824638,-20.438393,13.33094
1292,43.6468824638,-20.438393,23.33094
1293,43.6468824638,-20.438393,33.33094
1294,43.6468824638,-20.438393,43.33094
1295,53.6468824638,-20.438393,-16.239204
1296,53.6468824638,-20.438393,-6.239204
1297,53.6468824638,-20.438393,3.760796
1298,53.6468824638,-20.438393,13.760796
1299,53.6468824638,-20.438393,23.760796
1300,3.5364726018,-28.938393,50.112449
1301,13.5364726018,-28.938393,17.871272
1302,13.5364726018,-28.938393,27.871272
1303,13.5364726018,-28.938393,37.871272
1304,13.5364726018,-28.938393,47.871272
1305,13.5364726018,-28.938393,57.871272
1306,23.5364726018,-28.938393,-0.024445
1307,23.5364726018,-28.938393,9.975555
1308,23.5364726018,-28.938393,19.975555
1309,23.5364726018,-28.938393,29.975555
1310,23.5364726018,-28.938393,39.975555
1311,23.5364726018,-28.938393,49.975555
1312,33.5364726018,-28.938393,-4.789019
1313,33.5364726018,-28.938393,5.210981
1314,33.5364726018,-28.938393,15.210981
1315,33.5364726018,-28.938393,25.210981
1316,33.5364726018,-28.938393,35.210981
1317,33.5364726018,-28.938393,45.210981
1318,43.5364726018,-28.938393,-15.032782
1319,43.5364726018,-28.938393,-5.032782
1320,43.5364726018,-28.938393,4.967218
1321,43.5364726018,-28.938393,14.967218
1322,43.5364726018,-28.938393,24.967218
1323,43.5364726018,-28.938393,34.967218
1324,53.5364726018,-28.938393,-5.606106
1325,53.5364726018,-28.938393,4.393894
1326,53.5364726018,-28.938393,14.393894
1327,53.5364726018,-28.938393,24.393894
1328,14.1092591441,-37.938393,9.183683
1329,14.1092591441,-37.938393,19.183683
1330,14.1092591441,-37.938393,29.183683
1331,14.1092591441,-37.938393,39.183683
1332,14.1092591441,-37.938393,49.183683
1333,14.1092591441,-37.938393,59.183683
1334,24.1092591441,-37.938393,2.464489
1335,24.1092591441,-37.938393,12.464489
1336,24.1092591441,-37.938393,22.464489
1337,24.1092591441,-37.938393,32.464489
1338,24.1092591441,-37.938393,42.464489
1339,24.1092591441,-37.938393,52.464489
1340,34.1092591441,-37.938393,-12.156004
1341,34.1092591441,-37.938393,-2.156004
1342,34.1092591441,-37.938393,7.843996
1343,34.1092591441,-37.938393,17.843996
1344,34.1092591441,-37.938393,27.843996
1345,34.1092591441,-37.938393,37.843996
1346,34.1092591441,-37.938393,47.843996
1347,44.1092591441,-37.938393,-14.343908
1348,44.1092591441,-37.938393,-4.343908
1349,44.1092591441,-37.938393,5.656092
1350,44.1092591441,-37.938393,15.656092
1351,44.1092591441,-37.938393,25.656092
1352,44.1092591441,-37.938393,35.656092
1353,54.1092591441,-37.938393,-8.412643
1354,54.1092591441,-37.938393,1.587357
1355,14.4528698031,-46.938393,20.164396
1356,14.4528698031,-46.938393,40.164396
1357,14.4528698031,-46.938393,50.164396
1358,14.4528698031,-46.938393,60.164396
1359,24.4528698031,-46.938393,3.743343
1360,24.4528698031,-46.938393,13.743343
1361,24.4528698031,-46.938393,33.743343
1362,24.4528698031,-46.938393,43.743343
1363,24.4528698031,-46.938393,53.743343
1364,34.4528698031,-46.938393,-0.741684
1365,34.4528698031,-46.938393,9.258316
1366,34.4528698031,-46.938393,19.258316
1367,34.4528698031,-46.938393,29.258316
1368,34.4528698031,-46.938393,39.258316
1369,44.4528698031,-46.938393,-3.399311
1370,44.4528698031,-46.938393,6.600689
1371,44.4528698031,-46.938393,16.600689
1372,44.4528698031,-46.938393,26.600689
1373,44.4528698031,-46.938393,36.600689
1374,54.4528698031,-46.938393,4.368017
1375,13.9954644326,-55.938393,10.075097
1376,13.9954644326,-55.938393,20.075097
1377,13.9954644326,-55.938393,30.075097
1378,13.9954644326,-55.938393,40.075097
1379,13.9954644326,-55.938393,50.075097
1380,23.9954644326,-55.938393,3.779739
1381,23.9954644326,-55.938393,13.779739
1382,23.9954644326,-55.938393,23.779739
1383,23.9954644326,-55.938393,33.779739
1384,23.9954644326,-55.938393,43.779739
1385,23.9954644326,-55.938393,53.779739
1386,33.9954644326,-55.938393,0.799982
1387,33.9954644326,-55.938393,10.799982
1388,33.9954644326,-55.938393,20.799982
1389,33.9954644326,-55.938393,30.799982
1390,33.9954644326,-55.938393,40.799982
1391,43.9954644326,-55.938393,-10.811113
1392,43.9954644326,-55.938393,-0.811113
1393,43.9954644326,-55.938393,9.188887
1394,43.9954644326,-55.938393,19.188887
1395,43.9954644326,-55.938393,29.188887
1396,53.9954644326,-55.938393,-2.608995
1397,14.3826046692,-63.938393,6.994459
1398,14.3826046692,-63.938393,26.994459
1399,14.3826046692,-63.938393,36.994459
1400,14.3826046692,-63.938393,46.994459
1401,24.3826046692,-63.938393,4.834452
1402,24.3826046692,-63.938393,14.834452
1403,24.3826046692,-63.938393,34.834452
1404,24.3826046692,-63.938393,44.834452
1405,34.3826046692,-63.938393,0.680231
1406,34.3826046692,-63.938393,10.680231
1407,34.3826046692,-63.938393,20.680231
1408,34.3826046692,-63.938393,30.680231
1409,34.3826046692,-63.938393,40.680231
1410,44.3826046692,-63.938393,2.435802
1411,15.2131266512,-71.438393,3.140219
1412,15.2131266512,-71.438393,13.140219
1413,15.2131266512,-71.438393,23.140219
1414,15.2131266512,-71.438393,33.140219
1415,15.2131266512,-71.438393,43.140219
1416,25.2131266512,-71.438393,-8.407848
1417,25.2131266512,-71.438393,1.592152
1418,25.2131266512,-71.438393,11.592152
1419,25.2131266512,-71.438393,21.592152
1420,25.2131266512,-71.438393,31.592152
1421,25.2131266512,-71.438393,41.592152
1422,35.2131266512,-71.438393,-8.086021
1423,35.2131266512,-71.438393,1.913979
1424,35.2131266512,-71.438393,21.913979
1425,35.2131266512,-71.438393,31.913979
1426,15.7133169921,-78.938393,3.245754
1427,15.7133169921,-78.938393,13.245754
1428,15.7133169921,-78.938393,23.245754
1429,15.7133169921,-78.938393,33.245754
1430,25.7133169921,-78.938393,-7.324265
1431,25.7133169921,-78.938393,2.675735
1432,25.7133169921,-78.938393,12.675735
1433,25.7133169921,-78.938393,22.675735
1434,35.7133169921,-78.938393,-9.314693
1435,17.3023428473,-86.438393,0.957962
1436,17.3023428473,-86.438393,10.957962
1437,17.3023428473,-86.438393,20.957962
1438,27.3023428473,-86.438393,-0.035355
1439,21.7786448841,-91.938393,-9.437057
1440,21.7786448841,-91.938393,0.562943
